date,gender,city,category,age_rate,count,avg_age,mid_age,crude_rate
2015/6/1,不分縣市,嘉義市,住宅部門售電量(度),40232463,40232463,40232463,40232463,40232463
2015/6/1,不分縣市,澎湖縣,住宅部門售電量(度),11420947,11420947,11420947,11420947,11420947
2015/6/1,不分縣市,金門縣,住宅部門售電量(度),5676216,5676216,5676216,5676216,5676216
2015/6/1,不分縣市,連江縣,住宅部門售電量(度),1102019,1102019,1102019,1102019,1102019
2015/5/1,不分縣市,新北市,住宅部門售電量(度),567682546,567682546,567682546,567682546,567682546
2015/5/1,不分縣市,台北市,住宅部門售電量(度),383993758,383993758,383993758,383993758,383993758
2015/5/1,不分縣市,桃園市,住宅部門售電量(度),273018450,273018450,273018450,273018450,273018450
2015/5/1,不分縣市,台中市,住宅部門售電量(度),389584520,389584520,389584520,389584520,389584520
2015/5/1,不分縣市,台南市,住宅部門售電量(度),261844782,261844782,261844782,261844782,261844782
2015/5/1,不分縣市,高雄市,住宅部門售電量(度),442869161,442869161,442869161,442869161,442869161
2015/5/1,不分縣市,宜蘭縣,住宅部門售電量(度),55860433,55860433,55860433,55860433,55860433
2015/5/1,不分縣市,新竹縣,住宅部門售電量(度),68269522,68269522,68269522,68269522,68269522
2015/5/1,不分縣市,苗栗縣,住宅部門售電量(度),68458269,68458269,68458269,68458269,68458269
2015/5/1,不分縣市,彰化縣,住宅部門售電量(度),163889478,163889478,163889478,163889478,163889478
2015/5/1,不分縣市,南投縣,住宅部門售電量(度),54450755,54450755,54450755,54450755,54450755
2015/5/1,不分縣市,雲林縣,住宅部門售電量(度),100064915,100064915,100064915,100064915,100064915
2015/5/1,不分縣市,嘉義縣,住宅部門售電量(度),65994801,65994801,65994801,65994801,65994801
2015/5/1,不分縣市,屏東縣,住宅部門售電量(度),121858338,121858338,121858338,121858338,121858338
2015/5/1,不分縣市,台東縣,住宅部門售電量(度),24733421,24733421,24733421,24733421,24733421
2015/5/1,不分縣市,花蓮縣,住宅部門售電量(度),40401165,40401165,40401165,40401165,40401165
2015/5/1,不分縣市,基隆市,住宅部門售電量(度),44799045,44799045,44799045,44799045,44799045
2015/5/1,不分縣市,新竹市,住宅部門售電量(度),66037599,66037599,66037599,66037599,66037599
2015/5/1,不分縣市,嘉義市,住宅部門售電量(度),37242902,37242902,37242902,37242902,37242902
2015/5/1,不分縣市,澎湖縣,住宅部門售電量(度),12359460,12359460,12359460,12359460,12359460
2015/5/1,不分縣市,金門縣,住宅部門售電量(度),7320340,7320340,7320340,7320340,7320340
2015/5/1,不分縣市,連江縣,住宅部門售電量(度),1064687,1064687,1064687,1064687,1064687
2015/4/1,不分縣市,新北市,住宅部門售電量(度),547980927,547980927,547980927,547980927,547980927
2015/4/1,不分縣市,台北市,住宅部門售電量(度),355789146,355789146,355789146,355789146,355789146
2015/4/1,不分縣市,桃園市,住宅部門售電量(度),327899888,327899888,327899888,327899888,327899888
2015/4/1,不分縣市,台中市,住宅部門售電量(度),367683421,367683421,367683421,367683421,367683421
2015/4/1,不分縣市,台南市,住宅部門售電量(度),249512374,249512374,249512374,249512374,249512374
2015/4/1,不分縣市,高雄市,住宅部門售電量(度),322769631,322769631,322769631,322769631,322769631
2015/4/1,不分縣市,宜蘭縣,住宅部門售電量(度),60895250,60895250,60895250,60895250,60895250
2015/4/1,不分縣市,新竹縣,住宅部門售電量(度),79008153,79008153,79008153,79008153,79008153
2015/4/1,不分縣市,苗栗縣,住宅部門售電量(度),58427783,58427783,58427783,58427783,58427783
2015/4/1,不分縣市,彰化縣,住宅部門售電量(度),160591982,160591982,160591982,160591982,160591982
2015/4/1,不分縣市,南投縣,住宅部門售電量(度),66446777,66446777,66446777,66446777,66446777
2015/4/1,不分縣市,雲林縣,住宅部門售電量(度),93876164,93876164,93876164,93876164,93876164
2015/4/1,不分縣市,嘉義縣,住宅部門售電量(度),60421450,60421450,60421450,60421450,60421450
2015/4/1,不分縣市,屏東縣,住宅部門售電量(度),103122323,103122323,103122323,103122323,103122323
2015/4/1,不分縣市,台東縣,住宅部門售電量(度),27746015,27746015,27746015,27746015,27746015
2015/4/1,不分縣市,花蓮縣,住宅部門售電量(度),45246619,45246619,45246619,45246619,45246619
2015/4/1,不分縣市,基隆市,住宅部門售電量(度),53276706,53276706,53276706,53276706,53276706
2015/4/1,不分縣市,新竹市,住宅部門售電量(度),60520760,60520760,60520760,60520760,60520760
2015/4/1,不分縣市,嘉義市,住宅部門售電量(度),35040549,35040549,35040549,35040549,35040549
2015/4/1,不分縣市,澎湖縣,住宅部門售電量(度),10415757,10415757,10415757,10415757,10415757
2015/4/1,不分縣市,金門縣,住宅部門售電量(度),5777017,5777017,5777017,5777017,5777017
2015/4/1,不分縣市,連江縣,住宅部門售電量(度),1115603,1115603,1115603,1115603,1115603
2015/3/1,不分縣市,新北市,住宅部門售電量(度),548419630,548419630,548419630,548419630,548419630
2015/3/1,不分縣市,台北市,住宅部門售電量(度),363778807,363778807,363778807,363778807,363778807
2015/3/1,不分縣市,桃園市,住宅部門售電量(度),279990070,279990070,279990070,279990070,279990070
2015/3/1,不分縣市,台中市,住宅部門售電量(度),369307488,369307488,369307488,369307488,369307488
2015/3/1,不分縣市,台南市,住宅部門售電量(度),241788475,241788475,241788475,241788475,241788475
2015/3/1,不分縣市,高雄市,住宅部門售電量(度),388809979,388809979,388809979,388809979,388809979
2015/3/1,不分縣市,宜蘭縣,住宅部門售電量(度),55283264,55283264,55283264,55283264,55283264
2015/3/1,不分縣市,新竹縣,住宅部門售電量(度),67297788,67297788,67297788,67297788,67297788
2015/3/1,不分縣市,苗栗縣,住宅部門售電量(度),66075220,66075220,66075220,66075220,66075220
2015/3/1,不分縣市,彰化縣,住宅部門售電量(度),154826635,154826635,154826635,154826635,154826635
2015/3/1,不分縣市,南投縣,住宅部門售電量(度),53458457,53458457,53458457,53458457,53458457
2015/3/1,不分縣市,雲林縣,住宅部門售電量(度),89738630,89738630,89738630,89738630,89738630
2015/3/1,不分縣市,嘉義縣,住宅部門售電量(度),62001158,62001158,62001158,62001158,62001158
2015/3/1,不分縣市,屏東縣,住宅部門售電量(度),106749808,106749808,106749808,106749808,106749808
2015/3/1,不分縣市,台東縣,住宅部門售電量(度),24268981,24268981,24268981,24268981,24268981
2015/3/1,不分縣市,花蓮縣,住宅部門售電量(度),39100282,39100282,39100282,39100282,39100282
2015/3/1,不分縣市,基隆市,住宅部門售電量(度),44560632,44560632,44560632,44560632,44560632
2015/3/1,不分縣市,新竹市,住宅部門售電量(度),63432208,63432208,63432208,63432208,63432208
2015/3/1,不分縣市,嘉義市,住宅部門售電量(度),34777435,34777435,34777435,34777435,34777435
2015/3/1,不分縣市,澎湖縣,住宅部門售電量(度),11812434,11812434,11812434,11812434,11812434
2015/3/1,不分縣市,金門縣,住宅部門售電量(度),7571706,7571706,7571706,7571706,7571706
2015/3/1,不分縣市,連江縣,住宅部門售電量(度),954326,954326,954326,954326,954326
2015/2/1,不分縣市,新北市,住宅部門售電量(度),534677417,534677417,534677417,534677417,534677417
2015/2/1,不分縣市,台北市,住宅部門售電量(度),348803994,348803994,348803994,348803994,348803994
2015/2/1,不分縣市,桃園市,住宅部門售電量(度),323113440,323113440,323113440,323113440,323113440
2015/2/1,不分縣市,台中市,住宅部門售電量(度),362805144,362805144,362805144,362805144,362805144
2015/2/1,不分縣市,台南市,住宅部門售電量(度),243181469,243181469,243181469,243181469,243181469
2015/2/1,不分縣市,高雄市,住宅部門售電量(度),307868669,307868669,307868669,307868669,307868669
2015/2/1,不分縣市,宜蘭縣,住宅部門售電量(度),58681569,58681569,58681569,58681569,58681569
2015/2/1,不分縣市,新竹縣,住宅部門售電量(度),76620263,76620263,76620263,76620263,76620263
2015/2/1,不分縣市,苗栗縣,住宅部門售電量(度),56096806,56096806,56096806,56096806,56096806
2015/2/1,不分縣市,彰化縣,住宅部門售電量(度),154064031,154064031,154064031,154064031,154064031
2015/2/1,不分縣市,南投縣,住宅部門售電量(度),64816046,64816046,64816046,64816046,64816046
2015/2/1,不分縣市,雲林縣,住宅部門售電量(度),81486649,81486649,81486649,81486649,81486649
2015/2/1,不分縣市,嘉義縣,住宅部門售電量(度),55220156,55220156,55220156,55220156,55220156
2015/2/1,不分縣市,屏東縣,住宅部門售電量(度),98447008,98447008,98447008,98447008,98447008
2015/2/1,不分縣市,台東縣,住宅部門售電量(度),26639113,26639113,26639113,26639113,26639113
2015/2/1,不分縣市,花蓮縣,住宅部門售電量(度),43491705,43491705,43491705,43491705,43491705
2015/2/1,不分縣市,基隆市,住宅部門售電量(度),51015632,51015632,51015632,51015632,51015632
2015/2/1,不分縣市,新竹市,住宅部門售電量(度),59822773,59822773,59822773,59822773,59822773
2015/2/1,不分縣市,嘉義市,住宅部門售電量(度),34622905,34622905,34622905,34622905,34622905
2015/2/1,不分縣市,澎湖縣,住宅部門售電量(度),9704427,9704427,9704427,9704427,9704427
2015/2/1,不分縣市,金門縣,住宅部門售電量(度),5653972,5653972,5653972,5653972,5653972
2015/2/1,不分縣市,連江縣,住宅部門售電量(度),1115159,1115159,1115159,1115159,1115159
2015/1/1,不分縣市,新北市,住宅部門售電量(度),552482282,552482282,552482282,552482282,552482282
2015/1/1,不分縣市,台北市,住宅部門售電量(度),372604011,372604011,372604011,372604011,372604011
2015/1/1,不分縣市,桃園市,住宅部門售電量(度),274147689,274147689,274147689,274147689,274147689
2015/1/1,不分縣市,台中市,住宅部門售電量(度),374544365,374544365,374544365,374544365,374544365
2015/1/1,不分縣市,台南市,住宅部門售電量(度),242591228,242591228,242591228,242591228,242591228
2015/1/1,不分縣市,高雄市,住宅部門售電量(度),421576476,421576476,421576476,421576476,421576476
2015/1/1,不分縣市,宜蘭縣,住宅部門售電量(度),54818925,54818925,54818925,54818925,54818925
2015/1/1,不分縣市,新竹縣,住宅部門售電量(度),66635709,66635709,66635709,66635709,66635709
2015/1/1,不分縣市,苗栗縣,住宅部門售電量(度),65635112,65635112,65635112,65635112,65635112
2015/1/1,不分縣市,彰化縣,住宅部門售電量(度),151960237,151960237,151960237,151960237,151960237
2015/1/1,不分縣市,南投縣,住宅部門售電量(度),52918580,52918580,52918580,52918580,52918580
2015/1/1,不分縣市,雲林縣,住宅部門售電量(度),83866983,83866983,83866983,83866983,83866983
2015/1/1,不分縣市,嘉義縣,住宅部門售電量(度),59051895,59051895,59051895,59051895,59051895
2015/1/1,不分縣市,屏東縣,住宅部門售電量(度),115871094,115871094,115871094,115871094,115871094
2015/1/1,不分縣市,台東縣,住宅部門售電量(度),24296600,24296600,24296600,24296600,24296600
2015/1/1,不分縣市,花蓮縣,住宅部門售電量(度),39043308,39043308,39043308,39043308,39043308
2015/1/1,不分縣市,基隆市,住宅部門售電量(度),43508338,43508338,43508338,43508338,43508338
2015/1/1,不分縣市,新竹市,住宅部門售電量(度),64181271,64181271,64181271,64181271,64181271
2015/1/1,不分縣市,嘉義市,住宅部門售電量(度),35128298,35128298,35128298,35128298,35128298
2015/1/1,不分縣市,澎湖縣,住宅部門售電量(度),11805369,11805369,11805369,11805369,11805369
2015/1/1,不分縣市,金門縣,住宅部門售電量(度),7226485,7226485,7226485,7226485,7226485
2015/1/1,不分縣市,連江縣,住宅部門售電量(度),918856,918856,918856,918856,918856
2017/5/1,不分縣市,新北市,服務業部門售電量(度),477581807,477581807,477581807,477581807,477581807
2017/5/1,不分縣市,台北市,服務業部門售電量(度),670427160,670427160,670427160,670427160,670427160
2017/5/1,不分縣市,桃園市,服務業部門售電量(度),292873150,292873150,292873150,292873150,292873150
2017/5/1,不分縣市,台中市,服務業部門售電量(度),461445212,461445212,461445212,461445212,461445212
2017/5/1,不分縣市,台南市,服務業部門售電量(度),212499808,212499808,212499808,212499808,212499808
2017/5/1,不分縣市,高雄市,服務業部門售電量(度),357239724,357239724,357239724,357239724,357239724
2017/5/1,不分縣市,宜蘭縣,服務業部門售電量(度),49356425,49356425,49356425,49356425,49356425
2017/5/1,不分縣市,新竹縣,服務業部門售電量(度),58843632,58843632,58843632,58843632,58843632
2017/5/1,不分縣市,苗栗縣,服務業部門售電量(度),43279881,43279881,43279881,43279881,43279881
2017/5/1,不分縣市,彰化縣,服務業部門售電量(度),111371126,111371126,111371126,111371126,111371126
2017/5/1,不分縣市,南投縣,服務業部門售電量(度),40956185,40956185,40956185,40956185,40956185
2017/5/1,不分縣市,雲林縣,服務業部門售電量(度),52330418,52330418,52330418,52330418,52330418
2017/5/1,不分縣市,嘉義縣,服務業部門售電量(度),32543940,32543940,32543940,32543940,32543940
2017/5/1,不分縣市,屏東縣,服務業部門售電量(度),68243590,68243590,68243590,68243590,68243590
2017/5/1,不分縣市,台東縣,服務業部門售電量(度),22348987,22348987,22348987,22348987,22348987
2017/5/1,不分縣市,花蓮縣,服務業部門售電量(度),40335375,40335375,40335375,40335375,40335375
2017/5/1,不分縣市,基隆市,服務業部門售電量(度),33558134,33558134,33558134,33558134,33558134
2017/5/1,不分縣市,新竹市,服務業部門售電量(度),81079445,81079445,81079445,81079445,81079445
2017/5/1,不分縣市,嘉義市,服務業部門售電量(度),40433352,40433352,40433352,40433352,40433352
2017/5/1,不分縣市,澎湖縣,服務業部門售電量(度),10193502,10193502,10193502,10193502,10193502
2017/5/1,不分縣市,金門縣,服務業部門售電量(度),7210247,7210247,7210247,7210247,7210247
2017/5/1,不分縣市,連江縣,服務業部門售電量(度),1432987,1432987,1432987,1432987,1432987
2017/4/1,不分縣市,新北市,服務業部門售電量(度),399914551,399914551,399914551,399914551,399914551
2017/4/1,不分縣市,台北市,服務業部門售電量(度),570718765,570718765,570718765,570718765,570718765
2017/4/1,不分縣市,桃園市,服務業部門售電量(度),262563822,262563822,262563822,262563822,262563822
2017/4/1,不分縣市,台中市,服務業部門售電量(度),398529881,398529881,398529881,398529881,398529881
2017/4/1,不分縣市,台南市,服務業部門售電量(度),192888467,192888467,192888467,192888467,192888467
2017/4/1,不分縣市,高雄市,服務業部門售電量(度),316830476,316830476,316830476,316830476,316830476
2017/4/1,不分縣市,宜蘭縣,服務業部門售電量(度),41282794,41282794,41282794,41282794,41282794
2017/4/1,不分縣市,新竹縣,服務業部門售電量(度),57219352,57219352,57219352,57219352,57219352
2017/4/1,不分縣市,苗栗縣,服務業部門售電量(度),40200742,40200742,40200742,40200742,40200742
2017/4/1,不分縣市,彰化縣,服務業部門售電量(度),105298090,105298090,105298090,105298090,105298090
2017/4/1,不分縣市,南投縣,服務業部門售電量(度),41034394,41034394,41034394,41034394,41034394
2017/4/1,不分縣市,雲林縣,服務業部門售電量(度),43695340,43695340,43695340,43695340,43695340
2017/4/1,不分縣市,嘉義縣,服務業部門售電量(度),28023921,28023921,28023921,28023921,28023921
2017/4/1,不分縣市,屏東縣,服務業部門售電量(度),59009103,59009103,59009103,59009103,59009103
2017/4/1,不分縣市,台東縣,服務業部門售電量(度),19968729,19968729,19968729,19968729,19968729
2017/4/1,不分縣市,花蓮縣,服務業部門售電量(度),35175442,35175442,35175442,35175442,35175442
2017/4/1,不分縣市,基隆市,服務業部門售電量(度),29809516,29809516,29809516,29809516,29809516
2017/4/1,不分縣市,新竹市,服務業部門售電量(度),72479910,72479910,72479910,72479910,72479910
2017/4/1,不分縣市,嘉義市,服務業部門售電量(度),34278375,34278375,34278375,34278375,34278375
2017/4/1,不分縣市,澎湖縣,服務業部門售電量(度),6362974,6362974,6362974,6362974,6362974
2017/4/1,不分縣市,金門縣,服務業部門售電量(度),5321656,5321656,5321656,5321656,5321656
2017/4/1,不分縣市,連江縣,服務業部門售電量(度),1278113,1278113,1278113,1278113,1278113
2017/3/1,不分縣市,新北市,服務業部門售電量(度),401835750,401835750,401835750,401835750,401835750
2017/3/1,不分縣市,台北市,服務業部門售電量(度),565247088,565247088,565247088,565247088,565247088
2017/3/1,不分縣市,桃園市,服務業部門售電量(度),244022332,244022332,244022332,244022332,244022332
2017/3/1,不分縣市,台中市,服務業部門售電量(度),383520010,383520010,383520010,383520010,383520010
2017/3/1,不分縣市,台南市,服務業部門售電量(度),173735659,173735659,173735659,173735659,173735659
2017/3/1,不分縣市,高雄市,服務業部門售電量(度),297695151,297695151,297695151,297695151,297695151
2017/3/1,不分縣市,宜蘭縣,服務業部門售電量(度),41652407,41652407,41652407,41652407,41652407
2017/3/1,不分縣市,新竹縣,服務業部門售電量(度),49979286,49979286,49979286,49979286,49979286
2017/3/1,不分縣市,苗栗縣,服務業部門售電量(度),40106938,40106938,40106938,40106938,40106938
2017/3/1,不分縣市,彰化縣,服務業部門售電量(度),93538857,93538857,93538857,93538857,93538857
2017/3/1,不分縣市,南投縣,服務業部門售電量(度),35766569,35766569,35766569,35766569,35766569
2017/3/1,不分縣市,雲林縣,服務業部門售電量(度),44071427,44071427,44071427,44071427,44071427
2017/3/1,不分縣市,嘉義縣,服務業部門售電量(度),27031102,27031102,27031102,27031102,27031102
2017/3/1,不分縣市,屏東縣,服務業部門售電量(度),56465553,56465553,56465553,56465553,56465553
2017/3/1,不分縣市,台東縣,服務業部門售電量(度),18760659,18760659,18760659,18760659,18760659
2017/3/1,不分縣市,花蓮縣,服務業部門售電量(度),34352701,34352701,34352701,34352701,34352701
2017/3/1,不分縣市,基隆市,服務業部門售電量(度),27827707,27827707,27827707,27827707,27827707
2017/3/1,不分縣市,新竹市,服務業部門售電量(度),69912858,69912858,69912858,69912858,69912858
2017/3/1,不分縣市,嘉義市,服務業部門售電量(度),32456976,32456976,32456976,32456976,32456976
2017/3/1,不分縣市,澎湖縣,服務業部門售電量(度),7360516,7360516,7360516,7360516,7360516
2017/3/1,不分縣市,金門縣,服務業部門售電量(度),5972722,5972722,5972722,5972722,5972722
2017/3/1,不分縣市,連江縣,服務業部門售電量(度),1214430,1214430,1214430,1214430,1214430
2017/2/1,不分縣市,新北市,服務業部門售電量(度),380133311,380133311,380133311,380133311,380133311
2017/2/1,不分縣市,台北市,服務業部門售電量(度),515924586,515924586,515924586,515924586,515924586
2017/2/1,不分縣市,桃園市,服務業部門售電量(度),241551081,241551081,241551081,241551081,241551081
2017/2/1,不分縣市,台中市,服務業部門售電量(度),359545065,359545065,359545065,359545065,359545065
2017/2/1,不分縣市,台南市,服務業部門售電量(度),171833216,171833216,171833216,171833216,171833216
2017/2/1,不分縣市,高雄市,服務業部門售電量(度),284292510,284292510,284292510,284292510,284292510
2017/2/1,不分縣市,宜蘭縣,服務業部門售電量(度),38853194,38853194,38853194,38853194,38853194
2017/2/1,不分縣市,新竹縣,服務業部門售電量(度),53833316,53833316,53833316,53833316,53833316
2017/2/1,不分縣市,苗栗縣,服務業部門售電量(度),37364253,37364253,37364253,37364253,37364253
2017/2/1,不分縣市,彰化縣,服務業部門售電量(度),97440506,97440506,97440506,97440506,97440506
2017/2/1,不分縣市,南投縣,服務業部門售電量(度),38528592,38528592,38528592,38528592,38528592
2017/2/1,不分縣市,雲林縣,服務業部門售電量(度),40252916,40252916,40252916,40252916,40252916
2017/2/1,不分縣市,嘉義縣,服務業部門售電量(度),25368866,25368866,25368866,25368866,25368866
2017/2/1,不分縣市,屏東縣,服務業部門售電量(度),53724260,53724260,53724260,53724260,53724260
2017/2/1,不分縣市,台東縣,服務業部門售電量(度),18517500,18517500,18517500,18517500,18517500
2017/2/1,不分縣市,花蓮縣,服務業部門售電量(度),32773811,32773811,32773811,32773811,32773811
2017/2/1,不分縣市,基隆市,服務業部門售電量(度),27838938,27838938,27838938,27838938,27838938
2017/2/1,不分縣市,新竹市,服務業部門售電量(度),65381295,65381295,65381295,65381295,65381295
2017/2/1,不分縣市,嘉義市,服務業部門售電量(度),30406471,30406471,30406471,30406471,30406471
2017/2/1,不分縣市,澎湖縣,服務業部門售電量(度),5053753,5053753,5053753,5053753,5053753
2017/2/1,不分縣市,金門縣,服務業部門售電量(度),4815841,4815841,4815841,4815841,4815841
2017/2/1,不分縣市,連江縣,服務業部門售電量(度),1466798,1466798,1466798,1466798,1466798
2017/1/1,不分縣市,新北市,服務業部門售電量(度),449001845,449001845,449001845,449001845,449001845
2017/1/1,不分縣市,台北市,服務業部門售電量(度),601315752,601315752,601315752,601315752,601315752
2017/1/1,不分縣市,桃園市,服務業部門售電量(度),262415786,262415786,262415786,262415786,262415786
2017/1/1,不分縣市,台中市,服務業部門售電量(度),413390177,413390177,413390177,413390177,413390177
2017/1/1,不分縣市,台南市,服務業部門售電量(度),182345390,182345390,182345390,182345390,182345390
2017/1/1,不分縣市,高雄市,服務業部門售電量(度),311010737,311010737,311010737,311010737,311010737
2017/1/1,不分縣市,宜蘭縣,服務業部門售電量(度),44510569,44510569,44510569,44510569,44510569
2017/1/1,不分縣市,新竹縣,服務業部門售電量(度),52922787,52922787,52922787,52922787,52922787
2017/1/1,不分縣市,苗栗縣,服務業部門售電量(度),43329374,43329374,43329374,43329374,43329374
2017/1/1,不分縣市,彰化縣,服務業部門售電量(度),101300336,101300336,101300336,101300336,101300336
2017/1/1,不分縣市,南投縣,服務業部門售電量(度),37816355,37816355,37816355,37816355,37816355
2017/1/1,不分縣市,雲林縣,服務業部門售電量(度),46598715,46598715,46598715,46598715,46598715
2017/1/1,不分縣市,嘉義縣,服務業部門售電量(度),28254466,28254466,28254466,28254466,28254466
2017/1/1,不分縣市,屏東縣,服務業部門售電量(度),59830769,59830769,59830769,59830769,59830769
2017/1/1,不分縣市,台東縣,服務業部門售電量(度),19358062,19358062,19358062,19358062,19358062
2017/1/1,不分縣市,花蓮縣,服務業部門售電量(度),35826491,35826491,35826491,35826491,35826491
2017/1/1,不分縣市,基隆市,服務業部門售電量(度),30648712,30648712,30648712,30648712,30648712
2017/1/1,不分縣市,新竹市,服務業部門售電量(度),69753366,69753366,69753366,69753366,69753366
2017/1/1,不分縣市,嘉義市,服務業部門售電量(度),34349854,34349854,34349854,34349854,34349854
2017/1/1,不分縣市,澎湖縣,服務業部門售電量(度),7800759,7800759,7800759,7800759,7800759
2017/1/1,不分縣市,金門縣,服務業部門售電量(度),6357063,6357063,6357063,6357063,6357063
2017/1/1,不分縣市,連江縣,服務業部門售電量(度),1956330,1956330,1956330,1956330,1956330
2016/12/1,不分縣市,新北市,服務業部門售電量(度),445010250,445010250,445010250,445010250,445010250
2016/12/1,不分縣市,台北市,服務業部門售電量(度),625516741,625516741,625516741,625516741,625516741
2016/12/1,不分縣市,桃園市,服務業部門售電量(度),283918436,283918436,283918436,283918436,283918436
2016/12/1,不分縣市,台中市,服務業部門售電量(度),425735261,425735261,425735261,425735261,425735261
2016/12/1,不分縣市,台南市,服務業部門售電量(度),206004877,206004877,206004877,206004877,206004877
2016/12/1,不分縣市,高雄市,服務業部門售電量(度),339526690,339526690,339526690,339526690,339526690
2016/12/1,不分縣市,宜蘭縣,服務業部門售電量(度),43141829,43141829,43141829,43141829,43141829
2016/12/1,不分縣市,新竹縣,服務業部門售電量(度),62447774,62447774,62447774,62447774,62447774
2016/12/1,不分縣市,苗栗縣,服務業部門售電量(度),43729366,43729366,43729366,43729366,43729366
2016/12/1,不分縣市,彰化縣,服務業部門售電量(度),114601539,114601539,114601539,114601539,114601539
2016/12/1,不分縣市,南投縣,服務業部門售電量(度),43984396,43984396,43984396,43984396,43984396
2016/12/1,不分縣市,雲林縣,服務業部門售電量(度),47897993,47897993,47897993,47897993,47897993
2016/12/1,不分縣市,嘉義縣,服務業部門售電量(度),29594998,29594998,29594998,29594998,29594998
2016/12/1,不分縣市,屏東縣,服務業部門售電量(度),62546867,62546867,62546867,62546867,62546867
2016/12/1,不分縣市,台東縣,服務業部門售電量(度),20846520,20846520,20846520,20846520,20846520
2016/12/1,不分縣市,花蓮縣,服務業部門售電量(度),37111931,37111931,37111931,37111931,37111931
2016/12/1,不分縣市,基隆市,服務業部門售電量(度),32635289,32635289,32635289,32635289,32635289
2016/12/1,不分縣市,新竹市,服務業部門售電量(度),78749205,78749205,78749205,78749205,78749205
2016/12/1,不分縣市,嘉義市,服務業部門售電量(度),36140026,36140026,36140026,36140026,36140026
2016/12/1,不分縣市,澎湖縣,服務業部門售電量(度),6163303,6163303,6163303,6163303,6163303
2016/12/1,不分縣市,金門縣,服務業部門售電量(度),5711596,5711596,5711596,5711596,5711596
2016/12/1,不分縣市,連江縣,服務業部門售電量(度),1393994,1393994,1393994,1393994,1393994
2016/11/1,不分縣市,新北市,服務業部門售電量(度),533206013,533206013,533206013,533206013,533206013
2016/11/1,不分縣市,台北市,服務業部門售電量(度),707288591,707288591,707288591,707288591,707288591
2016/11/1,不分縣市,桃園市,服務業部門售電量(度),307884812,307884812,307884812,307884812,307884812
2016/11/1,不分縣市,台中市,服務業部門售電量(度),483565330,483565330,483565330,483565330,483565330
2016/11/1,不分縣市,台南市,服務業部門售電量(度),220714273,220714273,220714273,220714273,220714273
2016/11/1,不分縣市,高雄市,服務業部門售電量(度),368041479,368041479,368041479,368041479,368041479
2016/11/1,不分縣市,宜蘭縣,服務業部門售電量(度),52631536,52631536,52631536,52631536,52631536
2016/11/1,不分縣市,新竹縣,服務業部門售電量(度),62155285,62155285,62155285,62155285,62155285
2016/11/1,不分縣市,苗栗縣,服務業部門售電量(度),52193404,52193404,52193404,52193404,52193404
2016/11/1,不分縣市,彰化縣,服務業部門售電量(度),118243463,118243463,118243463,118243463,118243463
2016/11/1,不分縣市,南投縣,服務業部門售電量(度),43610509,43610509,43610509,43610509,43610509
2016/11/1,不分縣市,雲林縣,服務業部門售電量(度),55283660,55283660,55283660,55283660,55283660
2016/11/1,不分縣市,嘉義縣,服務業部門售電量(度),33461837,33461837,33461837,33461837,33461837
2016/11/1,不分縣市,屏東縣,服務業部門售電量(度),69014816,69014816,69014816,69014816,69014816
2016/11/1,不分縣市,台東縣,服務業部門售電量(度),22867878,22867878,22867878,22867878,22867878
2016/11/1,不分縣市,花蓮縣,服務業部門售電量(度),42173305,42173305,42173305,42173305,42173305
2016/11/1,不分縣市,基隆市,服務業部門售電量(度),35970301,35970301,35970301,35970301,35970301
2016/11/1,不分縣市,新竹市,服務業部門售電量(度),88040011,88040011,88040011,88040011,88040011
2016/11/1,不分縣市,嘉義市,服務業部門售電量(度),42495858,42495858,42495858,42495858,42495858
2016/11/1,不分縣市,澎湖縣,服務業部門售電量(度),10302585,10302585,10302585,10302585,10302585
2016/11/1,不分縣市,金門縣,服務業部門售電量(度),7949639,7949639,7949639,7949639,7949639
2016/11/1,不分縣市,連江縣,服務業部門售電量(度),1690720,1690720,1690720,1690720,1690720
2016/10/1,不分縣市,新北市,服務業部門售電量(度),530062609,530062609,530062609,530062609,530062609
2016/10/1,不分縣市,台北市,服務業部門售電量(度),742710055,742710055,742710055,742710055,742710055
2016/10/1,不分縣市,桃園市,服務業部門售電量(度),339920676,339920676,339920676,339920676,339920676
2016/10/1,不分縣市,台中市,服務業部門售電量(度),485940773,485940773,485940773,485940773,485940773
2016/10/1,不分縣市,台南市,服務業部門售電量(度),239553550,239553550,239553550,239553550,239553550
2016/10/1,不分縣市,高雄市,服務業部門售電量(度),380012073,380012073,380012073,380012073,380012073
2016/10/1,不分縣市,宜蘭縣,服務業部門售電量(度),52517662,52517662,52517662,52517662,52517662
2016/10/1,不分縣市,新竹縣,服務業部門售電量(度),75067832,75067832,75067832,75067832,75067832
2016/10/1,不分縣市,苗栗縣,服務業部門售電量(度),53111787,53111787,53111787,53111787,53111787
2016/10/1,不分縣市,彰化縣,服務業部門售電量(度),131004150,131004150,131004150,131004150,131004150
2016/10/1,不分縣市,南投縣,服務業部門售電量(度),49865430,49865430,49865430,49865430,49865430
2016/10/1,不分縣市,雲林縣,服務業部門售電量(度),54206688,54206688,54206688,54206688,54206688
2016/10/1,不分縣市,嘉義縣,服務業部門售電量(度),33930710,33930710,33930710,33930710,33930710
2016/10/1,不分縣市,屏東縣,服務業部門售電量(度),68895236,68895236,68895236,68895236,68895236
